emp_no,birth_date,first_name,last_name,to_date,title
283988,1952-03-04,Dhritiman,Swen,9999-01-01,Staff
283991,1955-09-06,Leon,Conia,9999-01-01,Senior Staff
284010,1955-11-14,Maia,Danley,9999-01-01,Senior Engineer
284028,1954-01-21,Gererd,Engberts,9999-01-01,Senior Staff
284030,1954-07-28,Geraldo,Alvarado,9999-01-01,Senior Staff
284056,1952-08-23,Tze,Ambroszkiewicz,9999-01-01,Senior Engineer
284067,1955-02-08,Radhika,Gruenwald,9999-01-01,Senior Engineer
284073,1955-12-06,Kazunori,Marakhovsky,9999-01-01,Senior Engineer
284081,1955-10-07,Deniz,Kampfer,9999-01-01,Staff
284087,1953-09-22,Anoosh,Sullins,9999-01-01,Senior Engineer
284088,1955-04-20,Katsuyuki,DasSarma,9999-01-01,Engineer
284091,1952-12-24,Jianhua,Kranzdorf,9999-01-01,Senior Staff
284099,1953-01-03,Masali,Gluchowski,9999-01-01,Senior Engineer
284108,1952-08-25,Jinxi,Kalloufi,9999-01-01,Senior Engineer
284118,1954-10-04,Toshimo,Lorho,9999-01-01,Senior Engineer
284146,1954-12-30,Jouni,Peot,9999-01-01,Senior Engineer
284152,1954-05-24,Katsuyuki,Acton,9999-01-01,Senior Engineer
284155,1953-01-09,Xiping,Puppe,9999-01-01,Senior Engineer
284156,1954-11-10,Nechama,Ananiadou,9999-01-01,Senior Engineer
284163,1953-01-22,JoAnna,Cromarty,9999-01-01,Senior Engineer
284178,1953-05-14,Zejun,Lung,9999-01-01,Senior Engineer
284184,1953-07-16,Sahrah,Pero,9999-01-01,Senior Staff
284195,1955-07-17,Mona,Bouloucos,9999-01-01,Senior Staff
284196,1952-08-28,Parto,Krichel,9999-01-01,Senior Engineer
284198,1954-05-15,Fei,Miake,9999-01-01,Senior Staff
284203,1953-12-09,Subhankar,Weisert,9999-01-01,Senior Staff
284204,1953-04-12,Uli,Lienhardt,9999-01-01,Senior Staff
284205,1952-10-30,Valter,Falco,9999-01-01,Engineer
284210,1954-08-18,Dante,Weisert,9999-01-01,Senior Engineer
284228,1952-05-28,Fuqing,Pelc,9999-01-01,Staff
284234,1953-10-02,Yongmin,Rullman,9999-01-01,Senior Staff
284243,1954-03-18,Pohua,Chorvat,9999-01-01,Technique Leader
284248,1955-06-03,Uta,Thimonier,9999-01-01,Senior Staff
284250,1955-07-10,Munehiko,Baby,9999-01-01,Senior Staff
284253,1953-11-24,Shrikanth,Papsdorf,9999-01-01,Senior Engineer
284264,1954-10-05,Kayoko,Jarecki,9999-01-01,Senior Engineer
284265,1954-03-20,Christoph,Lubachevsky,9999-01-01,Senior Staff
284278,1954-01-08,Katsuyuki,Leppanen,9999-01-01,Senior Staff
284304,1955-11-05,Nirmal,Malabarba,9999-01-01,Engineer
284306,1954-04-21,Katsuyuki,Birrer,9999-01-01,Senior Engineer
284334,1954-11-27,Alper,Stifter,9999-01-01,Technique Leader
284336,1952-03-03,Yechiam,Gornas,9999-01-01,Senior Engineer
284343,1955-07-16,Jeanne,Velardi,9999-01-01,Senior Engineer
284359,1952-08-30,Shaowen,Warwick,9999-01-01,Senior Staff
284360,1953-05-02,Kwun,Sommen,9999-01-01,Technique Leader
284385,1955-05-31,Xiaocheng,Marletta,9999-01-01,Staff
284386,1954-08-01,Kinh,Slobodova,9999-01-01,Senior Staff
284391,1953-04-14,Berto,Bennet,9999-01-01,Technique Leader
284393,1954-01-19,Ronghao,Passafiume,9999-01-01,Senior Engineer
284394,1955-01-22,Collette,Fontet,9999-01-01,Senior Engineer
284411,1954-04-02,True,Lorin,9999-01-01,Senior Engineer
284423,1952-05-03,Sudharsan,Szmurlo,9999-01-01,Senior Staff
284449,1952-06-24,Berna,McFarlin,9999-01-01,Senior Staff
284454,1952-03-11,Ravishankar,Leppanen,9999-01-01,Senior Engineer
284457,1953-06-11,Eric,Luders,9999-01-01,Senior Staff
284459,1954-07-10,Souichi,Waeselynck,9999-01-01,Senior Engineer
284465,1955-03-28,Aria,Rosiles,9999-01-01,Engineer
284474,1952-12-29,Mona,Petersohn,9999-01-01,Senior Staff
284492,1954-05-28,Armond,Birsak,9999-01-01,Senior Staff
284516,1953-05-12,Anyuan,Borstler,9999-01-01,Senior Engineer
284529,1953-03-19,Berry,Danlos,9999-01-01,Senior Engineer
284530,1954-09-01,Almudena,Borstler,9999-01-01,Senior Engineer
284538,1953-05-23,Joydip,Leaver,9999-01-01,Engineer
284546,1954-12-12,Sadok,Ouhyoung,9999-01-01,Senior Engineer
284559,1955-05-11,Danny,Sooriamurthi,9999-01-01,Senior Engineer
284560,1955-02-04,Adin,Valiente,9999-01-01,Staff
284572,1954-03-10,Piyush,Luan,9999-01-01,Senior Staff
284573,1955-09-18,Fei,Siksek,9999-01-01,Senior Engineer
284579,1952-05-10,Paddy,Kambil,9999-01-01,Senior Staff
284580,1953-12-30,Sreenivas,Quittner,9999-01-01,Senior Engineer
284582,1954-04-21,Cullen,Gils,9999-01-01,Senior Staff
284584,1952-05-13,Suvo,Wegerle,9999-01-01,Senior Engineer
284587,1952-06-18,Basil,Siegrist,9999-01-01,Senior Engineer
284589,1953-03-25,Ult,Kaiserswerth,9999-01-01,Senior Staff
284592,1952-05-03,Angus,Montresor,9999-01-01,Staff
284593,1954-04-14,Torsten,Merks,9999-01-01,Senior Staff
284594,1952-02-02,Sahrah,Rouquie,9999-01-01,Senior Staff
284602,1954-12-09,Bojan,Champarnaud,9999-01-01,Senior Staff
284603,1954-09-06,Zijian,Besselaar,9999-01-01,Senior Staff
284617,1952-12-27,Zhanqiu,Pell,9999-01-01,Senior Engineer
284622,1955-11-21,Deborah,Worfolk,9999-01-01,Senior Staff
284627,1952-05-15,Werner,Itzfeldt,9999-01-01,Staff
284631,1953-04-04,Alois,Kieras,9999-01-01,Senior Staff
284635,1954-05-13,Hongzhu,Rodite,9999-01-01,Senior Engineer
284637,1955-10-10,Odoardo,Avouris,9999-01-01,Senior Staff
284652,1955-10-14,Pranas,Compeau,9999-01-01,Senior Engineer
284654,1954-12-16,Becky,Decleir,9999-01-01,Technique Leader
284655,1953-07-13,Mohd,Nanard,9999-01-01,Senior Staff
284657,1952-06-04,Ipke,Chaudhury,9999-01-01,Senior Staff
284662,1954-04-12,Mrinalini,Schahn,9999-01-01,Senior Staff
284669,1955-04-29,Genevieve,Tagansky,9999-01-01,Engineer
284674,1954-12-12,Krassimir,Monarch,9999-01-01,Senior Staff
284696,1955-04-20,Rasikan,Basart,9999-01-01,Staff
284705,1955-08-13,Gila,Anandan,9999-01-01,Senior Engineer
284714,1952-04-23,Sadok,Mitchem,9999-01-01,Engineer
284720,1953-08-23,Heping,Falster,9999-01-01,Senior Staff
284728,1955-10-17,Aris,Legleitner,9999-01-01,Senior Staff
284730,1953-11-11,Harngdar,Constantine,9999-01-01,Staff
284746,1953-09-02,Torsten,Dusink,9999-01-01,Senior Staff
284748,1954-05-01,Jayson,Ozeki,9999-01-01,Senior Staff
284752,1954-06-04,Aemilian,Schaad,9999-01-01,Senior Staff
284758,1953-07-22,Odoardo,Krichel,9999-01-01,Senior Staff
284762,1954-06-04,Chinho,Akiyama,9999-01-01,Senior Engineer
284783,1954-01-15,Shahab,Assaf,9999-01-01,Senior Engineer
284786,1954-06-22,Wojceich,Piveteau,9999-01-01,Senior Staff
284802,1953-10-15,Dinkar,Heystek,9999-01-01,Senior Staff
284809,1955-12-31,Tru,Danner,9999-01-01,Senior Engineer
284818,1953-04-30,Aron,Lortz,9999-01-01,Senior Engineer
284830,1954-12-24,Stafford,Luff,9999-01-01,Senior Staff
284834,1952-08-27,Doowon,Rohrbach,9999-01-01,Senior Staff
284847,1955-11-02,Shugo,Seghrouchni,9999-01-01,Senior Engineer
284851,1952-04-14,Valter,Genther,9999-01-01,Senior Engineer
284859,1954-04-16,Alassane,Krogh,9999-01-01,Senior Engineer
284874,1954-11-14,Vidar,Langford,9999-01-01,Senior Engineer
284876,1952-05-06,Kwun,Lorys,9999-01-01,Engineer
284883,1952-08-17,Pohua,Marrevee,9999-01-01,Senior Engineer
284896,1952-08-16,Tsuneo,Mateescu,9999-01-01,Senior Engineer
284905,1952-07-06,Bingning,Koshino,9999-01-01,Senior Engineer
284910,1954-07-25,Uwe,Streng,9999-01-01,Senior Staff
284935,1952-12-08,Shaw,Sadowski,9999-01-01,Technique Leader
284947,1954-12-11,Martial,Vidal,9999-01-01,Senior Staff
284965,1952-10-25,Kristof,Camurati,9999-01-01,Senior Engineer
284978,1952-06-19,Toong,Conta,9999-01-01,Senior Staff
284990,1954-10-26,Froduald,Theuretzbacher,9999-01-01,Senior Staff
284991,1954-10-27,Morris,Reeken,9999-01-01,Senior Staff
284992,1953-01-12,Toshiki,Schaft,9999-01-01,Senior Engineer
285002,1955-06-07,Turgut,Ranai,9999-01-01,Senior Engineer
285015,1953-09-11,Gudjon,Tetzlaff,9999-01-01,Senior Engineer
285017,1955-12-16,Hideyuki,Tibblin,9999-01-01,Senior Engineer
285025,1955-04-25,Otmar,Kuszyk,9999-01-01,Senior Staff
285057,1952-06-23,Georgi,Edelhoff,9999-01-01,Senior Engineer
285061,1954-08-15,Babette,Baja,9999-01-01,Senior Staff
285065,1955-03-28,Adas,Hitomi,9999-01-01,Senior Engineer
285068,1953-09-11,Genta,Felcyn,9999-01-01,Engineer
285077,1955-03-15,Berna,Hofman,9999-01-01,Senior Engineer
285085,1953-10-13,Jouni,Rosch,9999-01-01,Senior Engineer
285087,1954-12-10,Masako,Badache,9999-01-01,Senior Staff
285097,1952-04-04,Serap,Shiratori,9999-01-01,Senior Staff
285106,1955-11-01,Cedric,Siepmann,9999-01-01,Senior Engineer
285127,1952-12-26,Marla,Lindenbaum,9999-01-01,Senior Staff
285137,1955-03-03,Bluma,Ohori,9999-01-01,Senior Engineer
285146,1955-11-02,Sachio,Birke,9999-01-01,Senior Staff
285150,1955-07-10,Zejun,Chinal,9999-01-01,Senior Staff
285158,1954-07-24,Manton,Feldhoffer,9999-01-01,Senior Staff
285161,1953-11-23,Lihong,Sommer,9999-01-01,Senior Engineer
285165,1953-11-11,Peer,Rajcani,9999-01-01,Senior Engineer
285178,1952-11-23,Valdiodio,Stanfel,9999-01-01,Senior Engineer
285189,1952-08-07,Yongqiao,Roccetti,9999-01-01,Senior Engineer
285193,1954-05-29,Ayakannu,Luga,9999-01-01,Senior Staff
285203,1955-11-27,Domenick,Hasenauer,9999-01-01,Senior Staff
285207,1953-06-06,Charmane,Seuren,9999-01-01,Senior Engineer
285216,1954-10-31,Maria,Motley,9999-01-01,Technique Leader
285223,1955-08-23,Alois,Pusterhofer,9999-01-01,Senior Engineer
285226,1954-05-30,Adib,Schonegge,9999-01-01,Senior Engineer
285237,1954-05-08,Barun,Sgarro,9999-01-01,Technique Leader
285243,1953-12-27,Lakshmi,Vieth,9999-01-01,Senior Staff
285244,1953-05-21,Suvo,Kaelbling,9999-01-01,Senior Staff
285256,1952-12-25,Ayonca,Brendel,9999-01-01,Senior Engineer
285268,1952-04-19,Berto,Valtorta,9999-01-01,Senior Engineer
285271,1955-09-12,Marjo,Esteva,9999-01-01,Senior Engineer
285272,1953-09-17,Herbert,Aseltine,9999-01-01,Senior Staff
285294,1953-02-24,Sorina,Kitai,9999-01-01,Senior Engineer
285297,1955-03-10,Huai,Czap,9999-01-01,Senior Engineer
285308,1952-10-26,Domenico,Miake,9999-01-01,Senior Staff
285326,1953-12-12,Adit,Chenney,9999-01-01,Staff
285331,1954-11-22,Kagan,Winter,9999-01-01,Senior Engineer
285342,1953-08-16,Nevio,Velasco,9999-01-01,Engineer
285345,1952-09-11,Gennady,Peak,9999-01-01,Engineer
285348,1955-08-07,Jianhui,Bardell,9999-01-01,Senior Engineer
285393,1953-10-31,Carrsten,Kaelbling,9999-01-01,Senior Staff
285400,1955-06-24,Aluzio,Pollock,9999-01-01,Senior Engineer
285416,1955-02-21,Pranav,Nivat,9999-01-01,Staff
285417,1954-10-04,Taizo,Talmor,9999-01-01,Staff
285429,1955-04-18,Amabile,Kavvadias,9999-01-01,Senior Engineer
285437,1953-08-28,Toshiko,Jumpertz,9999-01-01,Senior Staff
285442,1955-07-16,Christoph,Benaini,9999-01-01,Senior Staff
285470,1955-12-04,Gill,Turnbull,9999-01-01,Senior Staff
285491,1954-07-05,Oguz,Conia,9999-01-01,Senior Staff
285494,1952-09-03,Goncalo,Reeker,9999-01-01,Senior Engineer
285513,1955-07-07,Adin,Kamber,9999-01-01,Technique Leader
285514,1953-04-17,Bikash,Azevdeo,9999-01-01,Senior Staff
285523,1953-09-02,Woody,Picco,9999-01-01,Senior Engineer
285524,1952-08-07,Anoosh,Gimbel,9999-01-01,Senior Staff
285534,1953-10-23,Tran,Kulisch,9999-01-01,Senior Staff
285551,1955-05-07,Zita,Erie,9999-01-01,Senior Staff
285554,1953-08-10,Ziyad,Brandsma,9999-01-01,Senior Staff
285559,1955-11-22,Sanjai,Boguraev,9999-01-01,Staff
285560,1955-09-01,Shigehito,Barinka,9999-01-01,Senior Engineer
285564,1954-03-04,Niteen,Schwartzbauer,9999-01-01,Senior Staff
285565,1952-11-04,Shigeaki,Schonegge,9999-01-01,Senior Engineer
285572,1955-12-23,Huiqun,Monarch,9999-01-01,Senior Engineer
285592,1955-05-27,Kensyu,Beeson,9999-01-01,Senior Staff
285609,1953-05-05,Tetsushi,Uludag,9999-01-01,Senior Staff
285622,1954-06-06,Venkatesan,Speek,9999-01-01,Senior Staff
285623,1953-10-04,Kenroku,Haraldson,9999-01-01,Senior Staff
285627,1953-08-08,Dzung,Foong,9999-01-01,Senior Staff
285637,1953-03-30,Surveyors,Crelier,9999-01-01,Senior Staff
285641,1952-05-08,Naraig,Reghbati,9999-01-01,Senior Staff
285643,1953-08-22,Dulce,Rusterholz,9999-01-01,Assistant Engineer
285644,1952-04-03,Duri,Schnelling,9999-01-01,Engineer
285649,1955-03-05,Gian,Ranai,9999-01-01,Engineer
285652,1952-03-07,Tomokazu,Gewali,9999-01-01,Senior Engineer
285654,1952-06-08,Ashish,Haldar,9999-01-01,Senior Engineer
285659,1953-04-06,Mabhin,Lorys,9999-01-01,Senior Staff
285661,1953-11-25,Spyrose,Beilner,9999-01-01,Senior Staff
285663,1953-02-15,Chriss,Giveon,9999-01-01,Senior Staff
285664,1955-08-02,Satyanarayana,Nannarelli,9999-01-01,Senior Engineer
285673,1955-02-09,Arnould,Chaudhury,9999-01-01,Technique Leader
285675,1955-04-17,Deborah,Orsini,9999-01-01,Senior Staff
285677,1955-06-27,Tsutomu,Luke,9999-01-01,Senior Engineer
285680,1955-11-07,Younwoo,Lieberherr,9999-01-01,Senior Engineer
285688,1955-03-26,Xinan,Itzfeldt,9999-01-01,Senior Staff
285722,1953-07-09,Shrikanth,Dratva,9999-01-01,Senior Engineer
285728,1955-03-31,Charlene,Papastamatiou,9999-01-01,Senior Staff
285741,1955-01-21,Kitty,Raney,9999-01-01,Senior Staff
285743,1953-04-27,Gretta,DasSarma,9999-01-01,Engineer
285747,1952-09-14,Berry,Zuberek,9999-01-01,Senior Engineer
285749,1953-03-14,Terresa,Jeong,9999-01-01,Senior Engineer
285758,1953-08-20,Maha,Ritzmann,9999-01-01,Senior Engineer
285765,1953-09-05,Sivanarayana,Showalter,9999-01-01,Senior Staff
285766,1955-07-09,Hsiangchu,Auyong,9999-01-01,Senior Engineer
285781,1953-02-06,Hein,Picaronny,9999-01-01,Senior Staff
285782,1954-05-05,Jaideep,Bultermann,9999-01-01,Engineer
285786,1953-07-31,Toshiko,Emden,9999-01-01,Senior Engineer
285789,1952-12-29,Uli,Welham,9999-01-01,Senior Staff
285800,1952-07-08,Barry,Gargeya,9999-01-01,Senior Engineer
285803,1953-03-09,Almudena,Hertweck,9999-01-01,Senior Staff
285819,1953-07-25,Arno,Petersohn,9999-01-01,Staff
285829,1952-10-30,Jeanne,Henders,9999-01-01,Senior Staff
285867,1954-11-21,Barna,Pashtan,9999-01-01,Senior Engineer
285874,1954-10-31,Reuven,Clouatre,9999-01-01,Senior Engineer
285928,1954-09-06,Martien,Kornyak,9999-01-01,Staff
285934,1955-07-14,Zhilian,Antonakopoulos,9999-01-01,Staff
285938,1953-02-27,Serenella,Hiraishi,9999-01-01,Senior Staff
285961,1953-02-04,Tristan,Aloisi,9999-01-01,Staff
285968,1952-08-16,Herbert,Koblitz,9999-01-01,Senior Staff
285986,1955-10-06,Maia,Erez,9999-01-01,Senior Staff
285987,1952-08-06,Rildo,Hanabata,9999-01-01,Senior Engineer
286000,1955-02-21,Tonny,Eugenio,9999-01-01,Staff
286004,1953-07-02,Sachem,Schiper,9999-01-01,Engineer
286016,1955-01-10,Shigehito,Peha,9999-01-01,Senior Staff
286017,1954-07-19,Udo,Benantar,9999-01-01,Staff
286023,1952-06-09,Takahito,Tasistro,9999-01-01,Senior Engineer
286032,1952-06-23,Abdulla,Hempstead,9999-01-01,Senior Staff
286049,1952-10-11,KayLiang,Kading,9999-01-01,Senior Engineer
286057,1953-08-19,Bezalel,Stellhorn,9999-01-01,Senior Engineer
286072,1954-01-08,Christophe,Luit,9999-01-01,Senior Staff
286076,1954-03-31,Mary,Callaway,9999-01-01,Senior Staff
286084,1955-06-01,Adil,Swist,9999-01-01,Senior Staff
286085,1952-05-03,Hyuncheol,Muniz,9999-01-01,Engineer
286090,1955-01-21,Shaw,Sewelson,9999-01-01,Senior Staff
286097,1953-08-11,Matk,Kusalik,9999-01-01,Senior Staff
286110,1955-11-16,Khedija,Bazelow,9999-01-01,Engineer
286117,1955-04-27,Horward,Suri,9999-01-01,Senior Engineer
286120,1952-10-25,Etsuo,Farris,9999-01-01,Senior Engineer
286128,1955-03-27,Eckart,Mitsuhashi,9999-01-01,Senior Staff
286144,1952-05-03,Rutger,Birke,9999-01-01,Technique Leader
286157,1955-08-10,Claude,Rosenbaum,9999-01-01,Senior Engineer
286165,1954-12-17,Ghassan,Maierhofer,9999-01-01,Senior Staff
286169,1952-10-21,Fuqing,Chleq,9999-01-01,Senior Engineer
286171,1955-07-08,Zhensheng,Hettesheimer,9999-01-01,Senior Staff
286195,1955-06-11,Karlis,Hofting,9999-01-01,Senior Staff
286206,1955-09-14,King,Ulupinar,9999-01-01,Engineer
286210,1954-10-13,Venkatesan,Marrevee,9999-01-01,Senior Staff
286218,1955-10-15,Yoshimitsu,Decleir,9999-01-01,Senior Engineer
286219,1954-08-24,Gita,Rehfuss,9999-01-01,Senior Staff
286221,1955-02-12,Shahaf,Figueira,9999-01-01,Senior Staff
286247,1954-11-14,Vasilis,Sambasivam,9999-01-01,Staff
286249,1952-09-06,Jeong,Blokdijk,9999-01-01,Senior Staff
286260,1954-05-23,Suvo,Plotkin,9999-01-01,Senior Engineer
286262,1954-08-09,Surveyors,Hiroyama,9999-01-01,Senior Engineer
286288,1955-06-09,Fayez,Huhdanpaa,9999-01-01,Senior Engineer
286292,1952-11-01,Make,Eterovic,9999-01-01,Senior Engineer
286319,1954-10-11,Baziley,Quaggetto,9999-01-01,Assistant Engineer
286334,1953-02-01,Alenka,Sridhar,9999-01-01,Senior Engineer
286347,1952-05-30,Maya,Reistad,9999-01-01,Senior Engineer
286362,1954-04-15,Ramalingam,Chaudhury,9999-01-01,Senior Engineer
286363,1955-12-27,Brigham,Tsukuda,9999-01-01,Senior Engineer
286374,1955-01-12,Subbu,Buchter,9999-01-01,Senior Engineer
286402,1955-05-29,Giordano,Uehara,9999-01-01,Staff
286412,1952-02-26,Adas,Bresenham,9999-01-01,Senior Engineer
286413,1953-05-01,DAIDA,Manderick,9999-01-01,Senior Engineer
286418,1952-03-14,Tomokazu,Daescu,9999-01-01,Senior Staff
286423,1953-03-08,Dietrich,Flanders,9999-01-01,Staff
286429,1954-01-18,Gina,Acton,9999-01-01,Senior Staff
286435,1952-02-18,Zvonko,Cronan,9999-01-01,Senior Staff
286439,1953-09-13,Weicheng,Pfau,9999-01-01,Senior Engineer
286440,1955-01-30,Aleksandar,Huttel,9999-01-01,Senior Engineer
286447,1952-04-27,Alper,Schaft,9999-01-01,Senior Engineer
286449,1955-03-06,Randi,Khalid,9999-01-01,Senior Engineer
286450,1953-03-12,Basem,Fadgyas,9999-01-01,Staff
286467,1954-12-04,Ult,Molberg,9999-01-01,Senior Staff
286473,1953-01-15,Saniya,Azadmanesh,9999-01-01,Senior Engineer
286477,1955-10-15,Kazuhiro,Speel,9999-01-01,Senior Staff
286485,1955-06-21,Heeju,Wiegley,9999-01-01,Senior Staff
286489,1955-02-11,Fumiko,Arlazarov,9999-01-01,Senior Engineer
286490,1952-09-27,Gill,Ranai,9999-01-01,Engineer
286493,1954-07-28,Uma,Ciolek,9999-01-01,Technique Leader
286502,1952-03-04,Margo,Barbanera,9999-01-01,Senior Staff
286503,1954-02-19,Sigeru,Kaelbling,9999-01-01,Senior Staff
286515,1952-06-07,Debaprosad,Soicher,9999-01-01,Senior Engineer
286526,1955-05-19,Ulises,Dengi,9999-01-01,Senior Engineer
286532,1953-04-06,Paris,Codenie,9999-01-01,Senior Staff
286534,1952-02-20,Yonghoan,Eastman,9999-01-01,Assistant Engineer
286550,1952-02-16,Ghassan,Furudate,9999-01-01,Engineer
286555,1953-06-26,Muneo,Sichman,9999-01-01,Senior Staff
286558,1954-03-11,Waiman,Gubsky,9999-01-01,Senior Staff
286562,1955-10-29,Reuven,Azevdeo,9999-01-01,Senior Staff
286583,1955-10-12,Khue,Klassen,9999-01-01,Senior Engineer
286589,1952-11-04,Gill,Coombs,9999-01-01,Staff
286590,1953-11-18,Aral,Androutsos,9999-01-01,Senior Engineer
286598,1955-01-18,Yuuichi,Rissland,9999-01-01,Senior Engineer
286607,1955-04-30,Gianluca,Reeker,9999-01-01,Technique Leader
286608,1953-12-03,Giri,Acton,9999-01-01,Senior Engineer
286615,1952-03-12,Lokesh,Eterovic,9999-01-01,Senior Staff
286632,1952-03-11,Bingning,Ghemri,9999-01-01,Staff
286634,1953-06-16,Halsur,Underwood,9999-01-01,Senior Staff
286635,1953-09-18,Ger,Serna,9999-01-01,Senior Staff
286636,1954-02-26,Cordelia,Leivant,9999-01-01,Technique Leader
286638,1952-06-30,Srinidhi,Malinowski,9999-01-01,Senior Staff
286646,1954-10-19,Martien,Peres,9999-01-01,Senior Engineer
286678,1954-12-10,Tadanori,Oxenboll,9999-01-01,Staff
286683,1953-05-17,Katsuyuki,Decaestecker,9999-01-01,Senior Staff
286696,1953-11-28,Sachio,DuCasse,9999-01-01,Senior Staff
286697,1953-10-19,Ult,Melter,9999-01-01,Senior Staff
286702,1954-03-16,Chiranjit,Gischer,9999-01-01,Senior Staff
286729,1953-08-09,Kellyn,Besancenot,9999-01-01,Senior Staff
286733,1953-06-04,Shem,Crouzet,9999-01-01,Senior Staff
286745,1952-09-30,Baziley,Rajcani,9999-01-01,Senior Staff
286755,1953-04-14,Limsoon,Kusalik,9999-01-01,Engineer
286760,1952-05-14,Sadun,Escriba,9999-01-01,Senior Engineer
286771,1955-09-07,Make,Alblas,9999-01-01,Senior Engineer
286777,1954-07-07,Garnet,Demos,9999-01-01,Senior Staff
286781,1952-10-02,Vesna,Roccetti,9999-01-01,Staff
286790,1952-06-19,Snehasis,Diderrich,9999-01-01,Engineer
286795,1953-04-24,Tayeb,Luca,9999-01-01,Senior Staff
286811,1953-07-09,Radhia,Porenta,9999-01-01,Senior Staff
286827,1955-02-09,Yunming,Merey,9999-01-01,Senior Staff
286832,1953-04-15,Dharmaraja,Sadowsky,9999-01-01,Senior Staff
286836,1953-11-16,Yagil,Roisin,9999-01-01,Engineer
286841,1955-10-29,Hidekazu,Zobel,9999-01-01,Senior Staff
286873,1953-08-12,Dinah,Lubachevsky,9999-01-01,Technique Leader
286875,1954-07-12,Freyja,Wielonsky,9999-01-01,Staff
286878,1953-05-03,Sakthirel,Otillio,9999-01-01,Staff
286893,1955-03-06,Parke,Yurek,9999-01-01,Senior Staff
286898,1952-11-23,Susumu,Grabner,9999-01-01,Senior Engineer
286902,1952-05-05,Abdelghani,Cannata,9999-01-01,Engineer
286914,1955-09-13,Nalini,Bierbaum,9999-01-01,Senior Staff
286921,1953-02-04,Abdelghani,Turnbull,9999-01-01,Senior Engineer
286922,1953-01-28,Sreenivas,Luff,9999-01-01,Senior Staff
286939,1954-03-12,Arvin,Litzler,9999-01-01,Engineer
286982,1953-02-20,Aksel,Ranze,9999-01-01,Senior Staff
286991,1952-04-24,Perla,Aloisi,9999-01-01,Senior Staff
286992,1954-12-14,Dante,Skafidas,9999-01-01,Engineer
287013,1952-02-17,Heng,Asmuth,9999-01-01,Staff
287021,1953-10-18,Dharmaraja,Schwaller,9999-01-01,Engineer
287022,1953-10-19,Wilmer,Merks,9999-01-01,Senior Staff
287033,1955-07-21,Pradeep,Pettey,9999-01-01,Senior Staff
287042,1955-12-06,Constantino,Schwartzbauer,9999-01-01,Senior Engineer
287064,1954-01-06,Kish,Ratnaker,9999-01-01,Engineer
287076,1955-03-02,Almudena,Harnett,9999-01-01,Senior Staff
287078,1953-06-07,Fayez,Terlouw,9999-01-01,Senior Engineer
287088,1952-11-14,Premsyl,Iacovou,9999-01-01,Engineer
287093,1952-12-30,Dietrich,Leslie,9999-01-01,Engineer
287097,1954-07-22,Sigeru,Kisuki,9999-01-01,Senior Staff
287101,1954-06-25,Florian,Krider,9999-01-01,Engineer
287107,1954-06-13,Gao,Benzmuller,9999-01-01,Senior Engineer
287113,1954-02-08,Joydip,Maliniak,9999-01-01,Senior Staff
287123,1954-02-16,Marko,Benaini,9999-01-01,Staff
287131,1955-10-24,Vasiliy,Ghazalie,9999-01-01,Senior Staff
287142,1952-03-23,Cedric,McConalogue,9999-01-01,Senior Engineer
287152,1954-11-25,Raimond,Comte,9999-01-01,Senior Staff
287161,1953-06-29,Gilbert,Parveen,9999-01-01,Senior Staff
287163,1955-11-24,Vugranam,Verhaegen,9999-01-01,Senior Engineer
287167,1955-04-14,Qunsheng,Toyoshima,9999-01-01,Senior Engineer
287181,1955-08-13,Mariusz,Schade,9999-01-01,Senior Staff
287190,1952-03-14,Lobel,Malabarba,9999-01-01,Senior Engineer
287196,1953-04-03,Djelloul,Zhiwei,9999-01-01,Senior Staff
287213,1954-04-07,Geraldo,Mellouli,9999-01-01,Senior Staff
287218,1952-02-28,Maris,Swen,9999-01-01,Staff
287221,1954-11-29,Saeed,Sinitsyn,9999-01-01,Senior Engineer
287231,1955-08-13,Yifei,Shiratori,9999-01-01,Senior Staff
287233,1954-11-26,Heping,Murthy,9999-01-01,Engineer
287238,1955-10-28,Yoshimitsu,Nooteboom,9999-01-01,Senior Engineer
287245,1953-06-16,Junsik,Angot,9999-01-01,Senior Staff
287247,1955-07-18,Temple,Michaeli,9999-01-01,Senior Engineer
287249,1955-01-01,Richara,Gopalakrishnan,9999-01-01,Senior Staff
287250,1953-12-11,Wayne,Aumann,9999-01-01,Senior Engineer
287267,1954-10-29,Lunjin,Cummings,9999-01-01,Senior Engineer
287284,1952-05-24,Luisa,Camarinopoulos,9999-01-01,Senior Engineer
287293,1954-05-16,Gao,Rosch,9999-01-01,Senior Staff
287294,1952-04-09,Aria,Vecchi,9999-01-01,Senior Staff
287302,1955-06-02,Shawna,Tchuente,9999-01-01,Senior Staff
287318,1955-02-04,Nikolaos,Kossowski,9999-01-01,Engineer
287328,1954-07-07,Ennio,Keustermans,9999-01-01,Senior Engineer
287347,1954-10-14,Noritoshi,Melton,9999-01-01,Senior Staff
287356,1953-10-25,Uinam,Delgrossi,9999-01-01,Senior Engineer
287358,1954-06-28,Shridhar,Stanfel,9999-01-01,Senior Engineer
287373,1954-10-01,Mabry,Beznosov,9999-01-01,Engineer
287388,1955-05-21,Zongyan,Mahnke,9999-01-01,Staff
287397,1952-11-04,Martien,Pokrovskii,9999-01-01,Senior Staff
