emp_no,title,to_date,salary,birth_date
295402,Senior Staff,9999-01-01,42480,1955-03-17
295419,Senior Engineer,9999-01-01,54585,1954-02-18
295426,Senior Engineer,9999-01-01,57723,1952-02-09
295427,Senior Staff,9999-01-01,64294,1955-10-23
295428,Senior Staff,9999-01-01,45516,1955-04-08
295431,Senior Engineer,9999-01-01,52347,1954-09-15
295432,Senior Engineer,9999-01-01,40000,1955-05-24
295438,Senior Engineer,9999-01-01,40000,1954-02-03
295439,Senior Staff,9999-01-01,84737,1952-11-18
295442,Engineer,9999-01-01,44668,1954-10-20
295447,Senior Engineer,9999-01-01,62142,1953-10-11
295449,Senior Staff,9999-01-01,54408,1952-09-19
295454,Senior Engineer,9999-01-01,40000,1954-10-16
295460,Senior Engineer,9999-01-01,40000,1952-09-03
295462,Engineer,9999-01-01,53712,1954-03-23
295464,Senior Staff,9999-01-01,79575,1953-08-01
295470,Senior Staff,9999-01-01,40000,1954-05-11
295475,Senior Staff,9999-01-01,65359,1953-07-22
295481,Senior Staff,9999-01-01,66497,1953-08-24
295482,Senior Engineer,9999-01-01,56111,1952-08-01
295488,Senior Staff,9999-01-01,79308,1955-10-28
295503,Staff,9999-01-01,77687,1954-08-22
295506,Senior Staff,9999-01-01,51304,1954-03-31
295515,Senior Staff,9999-01-01,40000,1953-12-08
295520,Senior Engineer,9999-01-01,51053,1953-03-19
295541,Senior Engineer,9999-01-01,62453,1952-11-11
295542,Staff,9999-01-01,71328,1952-07-27
295543,Senior Engineer,9999-01-01,53821,1954-01-12
295547,Senior Engineer,9999-01-01,66805,1954-01-14
295551,Engineer,9999-01-01,40000,1954-11-12
295555,Staff,9999-01-01,41527,1953-03-09
295558,Engineer,9999-01-01,40000,1953-11-06
295561,Senior Engineer,9999-01-01,45678,1954-02-26
295562,Senior Engineer,9999-01-01,60282,1953-04-04
295566,Senior Staff,9999-01-01,50258,1955-07-28
295573,Technique Leader,9999-01-01,46220,1952-12-15
295582,Senior Engineer,9999-01-01,72674,1954-05-09
295583,Senior Engineer,9999-01-01,50725,1954-05-23
295597,Senior Engineer,9999-01-01,56384,1953-08-10
295606,Senior Staff,9999-01-01,40000,1953-05-08
295607,Senior Engineer,9999-01-01,40000,1955-06-02
295615,Senior Engineer,9999-01-01,43140,1953-12-21
295625,Senior Staff,9999-01-01,91798,1952-07-09
295626,Senior Engineer,9999-01-01,40000,1953-03-21
295627,Senior Engineer,9999-01-01,88378,1952-05-12
295647,Senior Engineer,9999-01-01,46607,1955-09-14
295649,Staff,9999-01-01,71967,1954-02-10
295651,Senior Staff,9999-01-01,54215,1955-09-08
295653,Senior Engineer,9999-01-01,42159,1954-10-13
295657,Senior Engineer,9999-01-01,42199,1952-06-01
295658,Engineer,9999-01-01,40000,1955-05-16
295665,Senior Staff,9999-01-01,51377,1953-05-21
295667,Senior Engineer,9999-01-01,40000,1952-09-03
295670,Senior Staff,9999-01-01,46840,1952-06-19
295671,Technique Leader,9999-01-01,40163,1955-02-03
295679,Senior Engineer,9999-01-01,40000,1954-12-23
295692,Senior Staff,9999-01-01,54924,1953-10-18
295698,Senior Engineer,9999-01-01,43651,1954-07-26
295699,Engineer,9999-01-01,40000,1955-10-24
295702,Senior Staff,9999-01-01,40000,1953-11-10
295703,Senior Engineer,9999-01-01,50694,1955-04-27
295706,Senior Engineer,9999-01-01,40000,1955-08-24
295714,Senior Engineer,9999-01-01,62614,1955-10-26
295718,Engineer,9999-01-01,40000,1955-08-13
295724,Staff,9999-01-01,48855,1953-09-08
295727,Senior Staff,9999-01-01,60962,1955-11-22
295735,Senior Engineer,9999-01-01,48516,1952-05-21
295743,Staff,9999-01-01,44273,1954-10-04
295747,Senior Engineer,9999-01-01,60367,1952-12-13
295751,Senior Engineer,9999-01-01,60837,1955-09-16
295772,Senior Staff,9999-01-01,46728,1954-07-13
295774,Senior Engineer,9999-01-01,40000,1954-12-01
295777,Senior Engineer,9999-01-01,54869,1954-07-02
295780,Senior Engineer,9999-01-01,53822,1954-02-09
295782,Senior Staff,9999-01-01,42040,1952-04-04
295785,Engineer,9999-01-01,49015,1953-09-29
295787,Senior Engineer,9999-01-01,40000,1954-11-10
295795,Senior Staff,9999-01-01,93161,1954-10-27
295796,Senior Staff,9999-01-01,99574,1954-03-26
295797,Senior Engineer,9999-01-01,51559,1952-05-12
295799,Senior Staff,9999-01-01,62549,1954-08-09
295800,Senior Staff,9999-01-01,104253,1952-07-14
295802,Engineer,9999-01-01,44662,1955-04-14
295811,Senior Staff,9999-01-01,68309,1954-04-24
295813,Technique Leader,9999-01-01,58267,1952-06-02
295815,Senior Staff,9999-01-01,48987,1952-08-31
295816,Staff,9999-01-01,40000,1955-01-18
295818,Senior Engineer,9999-01-01,40000,1955-02-27
295821,Senior Staff,9999-01-01,51591,1954-10-22
295829,Technique Leader,9999-01-01,46206,1954-11-20
295832,Senior Engineer,9999-01-01,56665,1952-08-25
295836,Senior Staff,9999-01-01,48646,1955-08-11
295838,Senior Staff,9999-01-01,84853,1954-08-13
295839,Engineer,9999-01-01,40000,1954-06-06
295842,Senior Engineer,9999-01-01,47474,1952-11-21
295851,Staff,9999-01-01,74923,1952-11-24
295852,Senior Engineer,9999-01-01,40000,1953-03-24
295853,Senior Staff,9999-01-01,43219,1952-08-02
295858,Staff,9999-01-01,40000,1953-06-26
295873,Senior Staff,9999-01-01,82237,1954-03-28
295874,Senior Staff,9999-01-01,54755,1952-11-27
295877,Senior Staff,9999-01-01,47320,1952-04-28
295878,Staff,9999-01-01,72213,1954-04-23
295880,Senior Engineer,9999-01-01,40000,1952-10-01
295881,Staff,9999-01-01,57758,1954-11-12
295882,Engineer,9999-01-01,54251,1953-04-16
295883,Senior Engineer,9999-01-01,40000,1955-04-29
295886,Assistant Engineer,9999-01-01,62480,1952-05-10
295891,Senior Staff,9999-01-01,76622,1954-05-19
295899,Staff,9999-01-01,54638,1954-04-06
295901,Staff,9999-01-01,40000,1955-04-29
295902,Senior Engineer,9999-01-01,40000,1954-02-21
295905,Technique Leader,9999-01-01,57336,1955-07-23
295906,Senior Engineer,9999-01-01,50327,1955-03-16
295907,Senior Engineer,9999-01-01,40000,1954-02-05
295914,Senior Engineer,9999-01-01,40000,1954-04-16
295919,Senior Staff,9999-01-01,63502,1955-05-14
295921,Senior Engineer,9999-01-01,54943,1954-08-31
295927,Senior Engineer,9999-01-01,40000,1952-09-28
295931,Senior Engineer,9999-01-01,44558,1954-08-23
295933,Senior Staff,9999-01-01,59296,1953-12-27
295935,Senior Staff,9999-01-01,57929,1954-04-07
295940,Engineer,9999-01-01,43180,1954-10-01
295942,Staff,9999-01-01,54814,1953-07-10
295943,Senior Staff,9999-01-01,46327,1953-10-12
295950,Senior Staff,9999-01-01,73353,1953-08-12
295958,Senior Engineer,9999-01-01,40000,1953-03-15
295967,Senior Staff,9999-01-01,87548,1952-11-24
295976,Senior Engineer,9999-01-01,40000,1955-03-10
295983,Staff,9999-01-01,85610,1953-11-17
295986,Senior Engineer,9999-01-01,55079,1955-06-04
295987,Engineer,9999-01-01,40000,1954-04-06
295997,Senior Engineer,9999-01-01,53227,1953-02-16
296002,Staff,9999-01-01,94564,1952-07-12
296003,Technique Leader,9999-01-01,61915,1955-02-28
296013,Senior Staff,9999-01-01,42387,1953-02-20
296016,Senior Staff,9999-01-01,68897,1953-01-23
296018,Senior Staff,9999-01-01,53127,1955-04-17
296022,Engineer,9999-01-01,54082,1952-09-23
296024,Senior Engineer,9999-01-01,43691,1953-02-15
296027,Senior Staff,9999-01-01,53850,1953-05-31
296028,Senior Engineer,9999-01-01,79470,1952-07-22
296030,Senior Engineer,9999-01-01,40000,1954-11-13
296031,Senior Engineer,9999-01-01,84734,1954-08-15
296033,Senior Engineer,9999-01-01,40000,1955-07-08
296037,Senior Engineer,9999-01-01,68503,1954-08-12
296047,Assistant Engineer,9999-01-01,40000,1955-08-04
296048,Engineer,9999-01-01,53526,1953-04-14
296053,Senior Engineer,9999-01-01,58426,1955-07-10
296058,Senior Staff,9999-01-01,72810,1954-09-01
296061,Staff,9999-01-01,65679,1954-09-03
296063,Senior Engineer,9999-01-01,48208,1954-03-10
296067,Senior Staff,9999-01-01,40491,1952-03-25
296075,Senior Engineer,9999-01-01,46441,1953-09-05
296078,Senior Engineer,9999-01-01,67051,1953-11-13
296081,Senior Staff,9999-01-01,57769,1955-02-21
296087,Technique Leader,9999-01-01,40000,1953-11-28
296092,Engineer,9999-01-01,64085,1952-03-24
296095,Senior Staff,9999-01-01,60518,1955-10-14
296098,Senior Engineer,9999-01-01,40111,1955-10-02
296102,Senior Engineer,9999-01-01,40000,1952-10-03
296107,Assistant Engineer,9999-01-01,50121,1952-04-17
296116,Senior Staff,9999-01-01,40411,1954-03-05
296117,Senior Engineer,9999-01-01,58842,1954-05-08
296120,Senior Staff,9999-01-01,40000,1953-01-03
296121,Senior Staff,9999-01-01,50131,1952-07-26
296123,Engineer,9999-01-01,40000,1954-04-25
296139,Senior Engineer,9999-01-01,40000,1954-08-07
296142,Senior Engineer,9999-01-01,48544,1955-02-10
296159,Senior Engineer,9999-01-01,44614,1952-07-21
296163,Senior Engineer,9999-01-01,66941,1952-06-11
296164,Staff,9999-01-01,40000,1954-02-13
296166,Senior Engineer,9999-01-01,51570,1952-05-30
296167,Senior Staff,9999-01-01,58961,1953-03-03
296171,Senior Staff,9999-01-01,58828,1954-02-02
296180,Engineer,9999-01-01,40000,1953-06-10
296181,Assistant Engineer,9999-01-01,40000,1955-08-11
296182,Engineer,9999-01-01,54060,1952-10-21
296186,Senior Engineer,9999-01-01,55948,1954-04-16
296187,Staff,9999-01-01,63652,1954-03-13
296193,Engineer,9999-01-01,78070,1955-10-09
296194,Senior Engineer,9999-01-01,49102,1952-04-16
296195,Senior Staff,9999-01-01,68581,1954-09-02
296198,Technique Leader,9999-01-01,43732,1954-05-13
296199,Technique Leader,9999-01-01,40000,1955-02-05
296223,Senior Engineer,9999-01-01,40000,1955-02-13
296227,Senior Engineer,9999-01-01,53373,1953-12-03
296229,Senior Engineer,9999-01-01,49898,1955-11-08
296231,Engineer,9999-01-01,45267,1954-06-16
296235,Staff,9999-01-01,41338,1955-09-03
296236,Senior Engineer,9999-01-01,50786,1954-03-14
296241,Staff,9999-01-01,61261,1952-06-01
296252,Senior Staff,9999-01-01,62649,1955-09-07
296253,Senior Staff,9999-01-01,47260,1955-05-24
296258,Senior Engineer,9999-01-01,46887,1955-06-19
296267,Engineer,9999-01-01,49316,1952-05-20
296269,Senior Engineer,9999-01-01,59757,1955-04-02
296271,Senior Staff,9999-01-01,70788,1954-03-28
296275,Senior Staff,9999-01-01,40000,1954-07-10
296279,Senior Engineer,9999-01-01,40000,1954-03-29
296284,Engineer,9999-01-01,40000,1953-04-21
296285,Senior Engineer,9999-01-01,40000,1953-03-01
296288,Senior Staff,9999-01-01,63637,1954-08-05
296296,Engineer,9999-01-01,55033,1952-12-12
296301,Senior Engineer,9999-01-01,90170,1954-05-31
296302,Senior Engineer,9999-01-01,41819,1955-03-19
296309,Staff,9999-01-01,56332,1953-10-20
296312,Senior Staff,9999-01-01,47572,1952-09-18
296321,Senior Engineer,9999-01-01,42825,1954-05-25
296329,Senior Staff,9999-01-01,40000,1953-02-03
296330,Senior Staff,9999-01-01,40000,1953-11-13
296336,Senior Staff,9999-01-01,69594,1955-10-03
296348,Senior Engineer,9999-01-01,40000,1955-01-17
296350,Technique Leader,9999-01-01,69937,1952-09-27
296354,Engineer,9999-01-01,66928,1953-09-30
296355,Senior Staff,9999-01-01,71703,1955-02-07
296361,Senior Engineer,9999-01-01,57416,1952-09-21
296369,Senior Engineer,9999-01-01,40000,1953-06-02
296371,Senior Staff,9999-01-01,40000,1953-09-17
296373,Senior Staff,9999-01-01,46513,1954-07-14
296375,Senior Staff,9999-01-01,63737,1955-05-26
296377,Senior Staff,9999-01-01,69700,1953-12-26
296381,Senior Engineer,9999-01-01,64254,1954-07-22
296387,Senior Staff,9999-01-01,68129,1955-03-01
296388,Senior Engineer,9999-01-01,67534,1952-07-08
296389,Senior Staff,9999-01-01,78759,1953-01-28
296393,Senior Engineer,9999-01-01,40000,1954-04-17
296395,Engineer,9999-01-01,40000,1952-04-30
296397,Senior Engineer,9999-01-01,47891,1953-06-25
296398,Senior Staff,9999-01-01,65403,1955-02-17
296401,Senior Engineer,9999-01-01,57379,1955-06-14
296406,Senior Staff,9999-01-01,69945,1953-06-05
296408,Senior Engineer,9999-01-01,40000,1952-04-23
296410,Staff,9999-01-01,40000,1954-08-11
296412,Senior Staff,9999-01-01,56732,1955-11-29
296418,Assistant Engineer,9999-01-01,43841,1954-12-02
296421,Senior Engineer,9999-01-01,54465,1955-06-01
296432,Staff,9999-01-01,64959,1954-05-22
296436,Senior Staff,9999-01-01,84999,1952-08-03
296438,Senior Staff,9999-01-01,40000,1955-01-05
296447,Engineer,9999-01-01,62496,1955-06-01
296448,Senior Engineer,9999-01-01,40000,1953-02-25
296450,Senior Engineer,9999-01-01,43614,1955-04-01
296464,Senior Staff,9999-01-01,47093,1954-06-01
296467,Staff,9999-01-01,64336,1953-03-27
296470,Senior Engineer,9999-01-01,67168,1952-02-08
296471,Senior Engineer,9999-01-01,44939,1953-11-15
296475,Engineer,9999-01-01,48863,1952-02-06
296478,Senior Engineer,9999-01-01,50967,1954-09-23
296480,Senior Engineer,9999-01-01,45771,1955-08-08
296481,Engineer,9999-01-01,44265,1955-07-07
296485,Engineer,9999-01-01,64468,1952-02-12
296490,Senior Engineer,9999-01-01,50186,1955-12-13
296497,Engineer,9999-01-01,40000,1954-09-16
296503,Senior Staff,9999-01-01,40000,1952-05-30
296510,Engineer,9999-01-01,40000,1955-01-22
296514,Senior Staff,9999-01-01,64508,1954-03-10
296521,Assistant Engineer,9999-01-01,46912,1955-03-25
296524,Senior Engineer,9999-01-01,55080,1953-04-26
296529,Engineer,9999-01-01,59810,1952-03-07
296539,Senior Staff,9999-01-01,50078,1952-04-08
296543,Staff,9999-01-01,42448,1954-02-05
296547,Engineer,9999-01-01,40000,1953-06-15
296549,Technique Leader,9999-01-01,43766,1954-10-03
296552,Senior Staff,9999-01-01,43500,1953-11-29
296554,Senior Staff,9999-01-01,45252,1952-09-24
296555,Senior Staff,9999-01-01,40000,1952-03-11
296557,Senior Staff,9999-01-01,69905,1952-12-28
296569,Senior Staff,9999-01-01,73845,1955-02-07
296570,Senior Engineer,9999-01-01,40000,1953-09-23
296571,Senior Staff,9999-01-01,57742,1954-08-12
296579,Staff,9999-01-01,82521,1954-12-09
296581,Senior Engineer,9999-01-01,49703,1952-09-13
296584,Staff,9999-01-01,58085,1955-03-06
296589,Engineer,9999-01-01,67712,1952-05-15
296592,Senior Engineer,9999-01-01,40000,1955-01-04
296599,Senior Engineer,9999-01-01,71139,1953-12-25
296600,Senior Staff,9999-01-01,59144,1952-12-23
296603,Engineer,9999-01-01,58630,1954-05-15
296605,Senior Staff,9999-01-01,60594,1953-07-05
296609,Senior Staff,9999-01-01,64390,1952-06-18
296616,Senior Staff,9999-01-01,99174,1952-08-27
296617,Senior Staff,9999-01-01,46505,1955-05-25
296619,Senior Engineer,9999-01-01,52470,1952-06-29
296622,Engineer,9999-01-01,40000,1954-10-29
296623,Senior Staff,9999-01-01,98196,1952-08-10
296625,Senior Staff,9999-01-01,57722,1954-07-07
296633,Senior Engineer,9999-01-01,40000,1954-01-27
296637,Senior Engineer,9999-01-01,43771,1955-12-15
296639,Engineer,9999-01-01,40000,1955-06-01
296643,Staff,9999-01-01,52062,1955-05-07
296648,Senior Engineer,9999-01-01,49674,1955-02-12
296649,Staff,9999-01-01,79417,1954-05-22
296653,Senior Engineer,9999-01-01,52122,1952-02-14
296655,Senior Engineer,9999-01-01,47477,1955-06-14
296662,Senior Engineer,9999-01-01,44516,1953-07-21
296671,Engineer,9999-01-01,67399,1955-06-12
296674,Senior Staff,9999-01-01,61342,1952-11-09
296676,Senior Staff,9999-01-01,79574,1955-10-07
296686,Senior Engineer,9999-01-01,40000,1954-02-23
296693,Senior Engineer,9999-01-01,40000,1952-02-23
296695,Technique Leader,9999-01-01,40000,1955-03-06
296701,Senior Staff,9999-01-01,54151,1954-07-14
296703,Senior Engineer,9999-01-01,57480,1955-09-13
296708,Senior Engineer,9999-01-01,48381,1955-09-16
296710,Senior Staff,9999-01-01,40000,1954-02-15
296712,Engineer,9999-01-01,40000,1954-08-29
296715,Senior Staff,9999-01-01,59648,1952-05-02
296724,Senior Engineer,9999-01-01,65612,1952-08-15
296728,Senior Staff,9999-01-01,110960,1954-10-15
296733,Senior Engineer,9999-01-01,50583,1954-10-05
296735,Senior Staff,9999-01-01,65494,1953-07-18
296751,Senior Engineer,9999-01-01,40000,1952-02-28
296753,Senior Engineer,9999-01-01,56624,1953-05-31
296757,Senior Engineer,9999-01-01,40000,1953-02-22
296761,Senior Staff,9999-01-01,60889,1953-11-10
296763,Staff,9999-01-01,46514,1952-04-07
296766,Senior Engineer,9999-01-01,40000,1953-12-26
296772,Engineer,9999-01-01,50622,1954-11-25
296773,Senior Staff,9999-01-01,85295,1954-10-03
296774,Senior Staff,9999-01-01,74409,1952-08-03
296775,Staff,9999-01-01,40000,1955-02-16
296786,Senior Engineer,9999-01-01,57268,1953-02-28
296790,Senior Engineer,9999-01-01,40000,1954-06-25
296793,Staff,9999-01-01,80980,1955-05-30
296797,Senior Staff,9999-01-01,61665,1953-04-09
296799,Senior Staff,9999-01-01,59122,1954-12-31
296800,Staff,9999-01-01,94110,1952-08-09
296805,Senior Engineer,9999-01-01,50944,1954-07-05
296812,Senior Engineer,9999-01-01,40000,1952-07-29
296813,Senior Engineer,9999-01-01,40000,1952-12-09
296815,Senior Staff,9999-01-01,40000,1954-11-02
296816,Engineer,9999-01-01,40000,1954-11-01
296818,Senior Engineer,9999-01-01,41744,1952-11-06
296819,Senior Staff,9999-01-01,40000,1952-05-27
296821,Senior Staff,9999-01-01,81638,1952-12-19
296825,Senior Engineer,9999-01-01,55898,1953-12-27
296829,Senior Staff,9999-01-01,40000,1952-10-11
296833,Senior Engineer,9999-01-01,66370,1955-10-21
296836,Senior Staff,9999-01-01,40000,1953-10-29
296845,Engineer,9999-01-01,60418,1952-11-15
296848,Senior Staff,9999-01-01,79420,1954-11-10
296856,Senior Staff,9999-01-01,61006,1952-03-05
296857,Senior Staff,9999-01-01,124357,1953-01-26
296860,Staff,9999-01-01,92033,1954-05-02
296861,Assistant Engineer,9999-01-01,53518,1955-02-17
296866,Senior Engineer,9999-01-01,63670,1952-11-05
296867,Senior Engineer,9999-01-01,47729,1955-11-19
296870,Senior Engineer,9999-01-01,40000,1954-02-27
296877,Staff,9999-01-01,62909,1952-03-31
296881,Engineer,9999-01-01,49463,1954-05-04
296882,Senior Engineer,9999-01-01,47675,1952-04-29
296884,Senior Engineer,9999-01-01,40000,1954-08-10
296887,Senior Staff,9999-01-01,67280,1953-05-19
296891,Senior Engineer,9999-01-01,66007,1952-06-12
296894,Senior Staff,9999-01-01,60606,1955-03-04
296899,Engineer,9999-01-01,47729,1952-06-01
296900,Senior Engineer,9999-01-01,45751,1955-07-10
296904,Senior Staff,9999-01-01,40000,1952-08-02
296906,Senior Staff,9999-01-01,62370,1954-04-22
296907,Staff,9999-01-01,40000,1954-05-15
296910,Senior Staff,9999-01-01,65559,1952-08-16
296911,Engineer,9999-01-01,40000,1955-12-22
296916,Senior Engineer,9999-01-01,40000,1954-10-15
296918,Senior Staff,9999-01-01,86646,1954-05-10
296924,Senior Engineer,9999-01-01,40000,1953-07-30
296926,Senior Staff,9999-01-01,61697,1955-04-05
296931,Senior Engineer,9999-01-01,40000,1952-07-30
296933,Senior Engineer,9999-01-01,40000,1953-11-17
296934,Staff,9999-01-01,40000,1954-05-14
296939,Senior Engineer,9999-01-01,40000,1953-03-16
296940,Senior Engineer,9999-01-01,51284,1954-06-13
296953,Senior Engineer,9999-01-01,44304,1952-05-30
296958,Staff,9999-01-01,40000,1955-07-30
296960,Senior Engineer,9999-01-01,40000,1952-04-14
296963,Senior Engineer,9999-01-01,47595,1953-11-21
296965,Senior Engineer,9999-01-01,65555,1955-06-29
296967,Senior Engineer,9999-01-01,40847,1952-09-23
296971,Senior Staff,9999-01-01,63217,1955-02-09
296980,Senior Engineer,9999-01-01,40000,1954-02-20
296982,Senior Engineer,9999-01-01,43334,1952-09-09
296984,Senior Engineer,9999-01-01,49557,1955-02-18
296990,Senior Staff,9999-01-01,40000,1953-01-03
296994,Senior Staff,9999-01-01,74130,1955-04-26
296996,Senior Staff,9999-01-01,61619,1952-09-08
297005,Senior Engineer,9999-01-01,40000,1954-08-03
297006,Senior Staff,9999-01-01,59076,1952-07-27
297011,Senior Engineer,9999-01-01,40000,1952-10-14
297012,Staff,9999-01-01,88188,1953-12-25
297021,Engineer,9999-01-01,40000,1952-06-01
297024,Senior Staff,9999-01-01,40000,1954-11-10
297026,Senior Staff,9999-01-01,63468,1955-08-01
297030,Engineer,9999-01-01,49591,1955-07-17
297032,Senior Staff,9999-01-01,45933,1954-05-10
297045,Senior Engineer,9999-01-01,40000,1954-01-20
297047,Engineer,9999-01-01,55262,1955-11-08
297051,Senior Engineer,9999-01-01,40000,1953-12-08
297052,Senior Staff,9999-01-01,50704,1955-01-15
297055,Engineer,9999-01-01,40092,1955-04-02
297060,Senior Engineer,9999-01-01,46808,1952-10-02
297061,Senior Engineer,9999-01-01,76331,1955-06-13
297064,Staff,9999-01-01,65895,1953-07-17
297072,Technique Leader,9999-01-01,41313,1954-02-07
297078,Engineer,9999-01-01,72459,1955-12-29
297081,Senior Engineer,9999-01-01,40981,1955-07-24
297088,Engineer,9999-01-01,61619,1952-12-01
297096,Engineer,9999-01-01,45791,1955-03-01
297100,Staff,9999-01-01,65856,1954-09-07
297111,Senior Staff,9999-01-01,54779,1953-08-20
297112,Senior Staff,9999-01-01,54170,1954-12-24
297117,Senior Staff,9999-01-01,81135,1952-07-10
297118,Senior Engineer,9999-01-01,40000,1953-10-21
297119,Senior Staff,9999-01-01,51367,1954-01-08
297120,Senior Engineer,9999-01-01,40667,1953-10-15
297122,Senior Engineer,9999-01-01,68779,1955-03-08
297124,Senior Engineer,9999-01-01,40000,1953-04-27
297125,Senior Staff,9999-01-01,42144,1952-11-25
297131,Senior Engineer,9999-01-01,53901,1955-01-28
297135,Senior Engineer,9999-01-01,44022,1952-08-13
297138,Senior Staff,9999-01-01,40000,1954-02-14
297140,Engineer,9999-01-01,50867,1954-08-23
297141,Staff,9999-01-01,54054,1953-09-27
297148,Senior Engineer,9999-01-01,40000,1954-12-16
297150,Senior Engineer,9999-01-01,48625,1954-04-05
297157,Senior Staff,9999-01-01,78541,1955-07-06
297161,Engineer,9999-01-01,40000,1952-03-19
297166,Senior Engineer,9999-01-01,48282,1955-01-20
297167,Senior Engineer,9999-01-01,44596,1952-05-07
297169,Senior Staff,9999-01-01,102822,1952-03-27
297178,Senior Engineer,9999-01-01,40000,1953-10-28
297179,Engineer,9999-01-01,40203,1952-08-24
297181,Senior Engineer,9999-01-01,40012,1954-06-15
297182,Senior Engineer,9999-01-01,43428,1953-02-01
297188,Senior Engineer,9999-01-01,51338,1955-10-16
297195,Engineer,9999-01-01,62023,1952-02-06
297196,Technique Leader,9999-01-01,71103,1953-01-06
297199,Senior Engineer,9999-01-01,48802,1952-07-21
297201,Senior Engineer,9999-01-01,44879,1955-09-11
297207,Senior Staff,9999-01-01,58832,1953-04-24
297209,Senior Staff,9999-01-01,58535,1953-12-22
297210,Staff,9999-01-01,65704,1953-06-13
297216,Senior Staff,9999-01-01,40000,1954-03-03
297218,Senior Staff,9999-01-01,46998,1954-08-23
297219,Senior Staff,9999-01-01,70931,1952-10-26
297220,Engineer,9999-01-01,55663,1955-04-23
297221,Senior Engineer,9999-01-01,41949,1953-12-08
297229,Senior Engineer,9999-01-01,57121,1954-11-10
297236,Staff,9999-01-01,40000,1954-11-24
297245,Senior Staff,9999-01-01,40000,1954-06-20
297254,Senior Engineer,9999-01-01,40000,1953-09-14
297258,Senior Staff,9999-01-01,61746,1953-02-11
297259,Engineer,9999-01-01,40000,1955-09-24
297265,Senior Engineer,9999-01-01,40000,1955-10-09
297270,Staff,9999-01-01,56697,1954-02-12
297273,Senior Staff,9999-01-01,72297,1954-08-01
297281,Senior Staff,9999-01-01,63340,1953-12-13
297294,Senior Engineer,9999-01-01,40000,1953-07-29
297300,Senior Engineer,9999-01-01,40000,1953-09-16
297304,Staff,9999-01-01,43697,1954-09-14
297307,Senior Staff,9999-01-01,43547,1952-09-15
297313,Senior Engineer,9999-01-01,49256,1955-09-02
297314,Senior Engineer,9999-01-01,60441,1953-10-15
297322,Senior Engineer,9999-01-01,62218,1952-11-12
297324,Senior Engineer,9999-01-01,40000,1955-02-13
297326,Senior Staff,9999-01-01,53507,1955-02-24
297328,Engineer,9999-01-01,55919,1954-03-09
297332,Engineer,9999-01-01,40000,1955-04-19
297341,Staff,9999-01-01,54508,1953-09-13
297343,Senior Engineer,9999-01-01,61688,1955-08-12
297349,Engineer,9999-01-01,66768,1953-09-03
297351,Senior Staff,9999-01-01,65998,1953-11-06
297353,Senior Staff,9999-01-01,40000,1954-04-12
297365,Engineer,9999-01-01,40000,1954-10-12
297371,Senior Engineer,9999-01-01,45771,1955-03-27
297373,Senior Staff,9999-01-01,40000,1952-05-13
297374,Staff,9999-01-01,70780,1954-04-09
297378,Senior Staff,9999-01-01,79867,1955-02-11
297380,Staff,9999-01-01,43078,1952-12-18
297381,Senior Staff,9999-01-01,102742,1952-04-18
297387,Senior Staff,9999-01-01,72371,1952-12-05
297390,Senior Engineer,9999-01-01,41675,1955-04-10
297395,Engineer,9999-01-01,40000,1955-10-13
297396,Engineer,9999-01-01,76263,1954-05-16
297400,Senior Engineer,9999-01-01,50402,1953-11-29
297402,Senior Staff,9999-01-01,40000,1955-11-22
297405,Senior Engineer,9999-01-01,40000,1955-03-09
297406,Senior Engineer,9999-01-01,40000,1954-03-10
297407,Senior Staff,9999-01-01,51260,1955-09-14
297408,Technique Leader,9999-01-01,40000,1953-06-12
297409,Senior Staff,9999-01-01,76491,1954-05-07
297410,Senior Staff,9999-01-01,45939,1952-09-11
297421,Senior Staff,9999-01-01,71573,1953-05-20
297423,Senior Engineer,9999-01-01,40000,1952-04-12
297432,Senior Engineer,9999-01-01,47024,1953-09-15
297435,Technique Leader,9999-01-01,53991,1954-10-27
297438,Senior Staff,9999-01-01,40861,1954-08-27
297443,Senior Engineer,9999-01-01,40000,1952-02-13
297444,Senior Engineer,9999-01-01,41401,1955-05-25
297450,Senior Engineer,9999-01-01,42471,1952-06-23
297451,Senior Engineer,9999-01-01,40000,1955-09-23
297453,Senior Staff,9999-01-01,40000,1955-06-09
297455,Engineer,9999-01-01,40000,1952-06-26
297458,Senior Staff,9999-01-01,49062,1954-08-10
297461,Staff,9999-01-01,57321,1955-12-03
297463,Senior Engineer,9999-01-01,40000,1954-12-02
297469,Senior Engineer,9999-01-01,51447,1952-12-14
297486,Senior Staff,9999-01-01,40000,1954-10-09
297489,Senior Engineer,9999-01-01,55443,1955-05-07
297491,Senior Staff,9999-01-01,44577,1952-10-20
297497,Senior Engineer,9999-01-01,53595,1955-12-19
297499,Senior Staff,9999-01-01,54403,1952-04-20
297503,Engineer,9999-01-01,40000,1952-08-31
297510,Senior Staff,9999-01-01,43958,1954-06-21
297515,Senior Engineer,9999-01-01,65817,1953-07-03
297525,Staff,9999-01-01,40000,1953-10-20
297531,Senior Staff,9999-01-01,40000,1954-03-11
297535,Senior Engineer,9999-01-01,47345,1954-12-05
297536,Senior Staff,9999-01-01,40000,1953-06-04
297541,Senior Engineer,9999-01-01,48565,1953-12-30
297542,Senior Staff,9999-01-01,42231,1953-03-25
